Region,Country,Year,"Reference date",Reference,URL,"NATLEX ISN","General remarks"
"Arab States","United Arab Emirates",2013,2001,"Federal Law No. 8 on the Regulation of Labour Relations [FLLR], dated 20 April 1980, consolidated version including amendments up to 2001 <br/>[Note: this Law was amended in 2007, and the 2007 are not included in the electronic version available in English. However, those amendments are not related to Employment Protection Legislation].",http://www.gulftalent.com/repository/ext/UAE_Labour_Law.pdf,11956,
Asia,Afghanistan,2019,200702,"Labour Code",http://www.aisa.org.af/files/laws/english/Labour-Law.pdf,78309,
Americas,"Antigua and Barbuda",2018,19750919,"The Antigua and Barbuda Labour Code [LC], Act No. 14 of 1975 (Cap. 27)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=52115,52115,
Americas,"Antigua and Barbuda",2018,19981119,"Antigua and Barbuda Labour Code (Amendment) Act [LCA], 1998<br/>Act No. 16 of 1998",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=52115,,
Americas,"Antigua and Barbuda",2018,19760619,"Industrial Court Act [ICA], No. 4 of 1976 (Cap. 214)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=52073,52073,
Europe,Armenia,2018,20171023,"Labour Code [LC] of 9 November 2004, last amended by Law LA-109-N of 17.06.16",http://www.irtek.am/views/act.aspx?aid=150003,69749,
Europe,Armenia,2018,20110101,"Law No. 117-N of 24 July 2010 to amend the Labour Code (major changes to the Labour Code)",,86605,
Africa,Angola,2019,20150914,"General Labour Act of Angola, 2015 (LEI GERAL DO TRABALHO 7/2015, in Portuguese)",http://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=99347&p_classification=01.02,99347,
Americas,Argentina,2019,20161213,"oLabour Contract Law [LCL], Law No. 20.744 promulgated by Decree 390/1976 of 13 May 1976, as last amended by Laws No. 27.320, 27.321, 27.322, 27.323 and 27.325  of 13  December 2016, (Ley del Contrato de Trabajo - available only in Spanish)",http://servicios.infoleg.gob.ar/infolegInternet/anexos/25000-29999/25552/texact.htm,26601,
Americas,Argentina,2019,20111227,"National Employment Law [NEL], Law No. 24.013 of 5 December 1991, Law No. 26.727 of 21 December 2011, Ley Nacional del Empleo - available only in Spanish)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=26593,26593,
Americas,Argentina,2019,20041216,"Organization and Procedures of National labour Justice,  Act No. 18.345, consolidated version approved by Decree 106/98 of 26 January 1998, last amended by Law No. 25.999 of 16 December 2004 and (Organización y Procedimiento de la Justicia Nacional del Trabajo, available only in Spanish)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=48665,48665,
Americas,Argentina,2019,19880422,"Trade Unions Act, Law No. 23551 of 23 March 1988, (Ley de Asociaciones Sindicales – available only in Spanish)",http://servicios.infoleg.gob.ar/infolegInternet/anexos/20000-24999/20993/norma.htm,4984,
Americas,Argentina,2019,20120105,"Agricultural Employment Law, Law No. 26.727 of 21 December 2011,  (Ley del Trabajo Agrario – available only in Spanish)",http://servicios.infoleg.gob.ar/infolegInternet/anexos/190000-194999/192152/norma.htm,95385,
Americas,Argentina,2019,19970801,"Labour Procedure and Mandatory Conciliation Act, Law No. 24.635 of 10 April 1996, complementing Law 18.345. (Procedimiento Laboral. Conciliación obligatoria previa. Modificación de la ley 18.345 – Ley 24.645, available only in Spanish)",http://servicios.infoleg.gob.ar/infolegInternet/anexos/35000-39999/36739/norma.htm,43266,
Americas,Argentina,2019,20090415,"Small and Medium Enterprises Law [SMEL], Law No. 24467 of 15 March 1995, as last amended by Law No. 26496 (B.O. 7/5/2009)(Pequeña y Mediana Empresa - Ley 24.467, available only in Spanish)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=40741,40741,
Europe,Austria,2019,201704,"Civil Code [CC], 1811, as last amended in April 2017 (BGBl. I Nr. 43/2016) [Allgemeines bürgerliches Gesetzbuch (ABGB), available in German only]",http://www.jusline.at/Allgemeines_Buergerliches_Gesetzbuch_%28ABGB%29.html,42818,
Europe,Austria,2019,201707,"Works Constitution Act [WCA],  14 December 1973, as last amended in July 2017 (BGBl. I Nr. 104/2017)<br/>(Arbeitsverfassungsgesetz - ArbVG, available in German only)",http://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008329,,
Europe,Austria,2019,201512,"Employees (White-collar) Act [EA] of 11 May 1921, as last amended in December 2015 (BGBl. I Nr. 58/2010)<br/>(Angestelltengesetz AngG, available in German only)",http://www.jusline.at/Angestelltengesetz_%28AngG%29.html,42832,
Europe,Austria,2019,2019,"Federal Equal Treatment Act as last amended in March 2020 (BGBl. I Nr. 16/2020) [Gleichbehandlungsgesetz (GlBG)]",https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=20003395,42823,
Europe,Austria,2019,201707,"Corporate Staff and Self-Employment Provision Act, (BGBl. I Nr. 100/2002), last amended in July 2017 (BGBl. I Nr. 107/2017) [Betriebliches Mitarbeiter und Selbständigenvorsorgegesetz]<br/>[Note: the English version only include amendments up to BGBl. I Nr. 77/2011]",https://www.ris.bka.gv.at/Dokument.wxe?Abfrage=Erv&Dokumentnummer=ERV_2002_1_100,,
Europe,Austria,2019,0,"Workplace Protection Act as last amended in August 2017 (BGBl. I Nr. 126/2017) [Arbeitsplatz-Sicherungsgesetz (APSG)]",https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008788,,
Europe,Austria,2019,0,"Maternity Protection Act as last amended in December 2019 (BGBl. I Nr. 112/2019) [Mutterschutzgesetz (MSchG)]",https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008464,42254,
Europe,Austria,2019,201711,"Commerce Regulation [CR] 1859, as last amended in November 2017 (BGBl. I Nr. 153/2017) [Gewerbeordnung 1859. (GewO 1859), available in German only",https://www.ris.bka.gv.at/GeltendeFassungDatumsauswahl.wxe?Abfrage=Bundesnormen&Gesetzesnummer=20002842&FassungVom=2017-12-02,,
Europe,Austria,2019,201912,"Federal Act establishing parental leave for fathers (Paternity Leave Act – VKG) as last amended in December 2019 (BGBl. I Nr. 112/2019) [Väter-Karenzgesetz (VKG)]",https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008674,42821,
Europe,Austria,2019,201805,"Employment of Persons with Disabilities Act [Behinderteneinstellungsgesetz (BEinstG)] (BGBl. No. 22/1970).",https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008253,42258,
Asia,Australia,2019,20181212,"Fair Work Act 2009 [FWA], Act No. 28 of 2009, dated 7 April 2009 as amended up to Act No. 180 of 2018, 12 December 2018",https://www.legislation.gov.au/Details/C2018C00512,,
Asia,Australia,2019,20181218,"Fair Work Regulations 2009 [FWR], Select Legislative Instrument 2009 No. 112 dated 18 June 2009, as amended up to the “Fair Work Amendment (Casual Loading Offset) Regulations“ 2018, 18 December 2018",https://www.legislation.gov.au/Details/F2019C00030,,
Asia,Australia,2019,20090624,"Small Business Fair Dismissal Code (2009) declared on 24 June 2009 pursuant to subsection 388(1) of the Fair Work Act 2009",http://www.fwa.gov.au/documents/legislation/download/dismissal_code.pdf,,
Europe,Azerbaijan,2019,2009,"Labour Code of 1 February 1999, as amended in 2017",http://www.e-qanun.az/code/7,,
Asia,Bangladesh,2019,20181114,"Labour Act, 2006 (XLII of 2006) [LA], as amended by Act No. 30 of 2013 and Act No. 58 of 2018",,76402,
Asia,Bangladesh,2019,20151231,"Labour Rules of 2015, issued under sec. 351 of the Labour Act [Labour Rules]",,,
Europe,Belgium,2019,20170305,"Employment Contract Act [ECA], 3 July 1978, as last amended on 05.03.2017<br/>(Loi relative aux contrats de travail - available in French, Dutch and German )",http://www.ejustice.just.fgov.be/cgi_loi/change_lg.pl?cn=1978070301&la=F&language=fr&table_name=loi,13103,
Europe,Belgium,2019,20170305,"Labour Act [LA], 16 March 1971, as last amended in March 2017<br/>(Loi sur le travail - available in French, Dutch and German)",http://www.ejustice.just.fgov.be/eli/loi/1971/03/16/1998000346/moniteur,17134,
Europe,Belgium,2019,20160513,"Royal Order on Collective Dismissals [ROCD], 24 May 1976, as subsequently amended in May 2016.<br/>(Arrêté royal sur les licenciements collectifs)",http://www.ilo.org/dyn/natlex/docs/ELECTRONIC/14028/102761/F-1239884034/BEL-14028.pdf,14028,
Europe,Belgium,2019,20101219,"Act on Promotion of Employment [APE], 13 February 1998 as last amended in December 2010<br/>(Loi portant des dispositions en faveur de l&apos;emploi - available in French, Dutch and German)",http://www.ejustice.just.fgov.be/eli/loi/1998/02/13/1998012088/moniteur,49186,
Europe,Belgium,2019,20131226,"Law of 26 December 2013 concerning the introduction of a single status between blue-collars and white-collars workers with regard to notice periods and the day of default and accompanying measures<br/>(Loi concernant l&apos;introduction d&apos;un statut unique entre ouvriers et employés en ce qui concerne les délais de préavis et le jour de carence ainsi que de mesures d&apos;accompagnement - available in French, Dutch and German)",http://www.ejustice.just.fgov.be/cgi_loi/change_lg.pl?language=fr&la=F&table_name=loi&cn=2013122608,,
Africa,"Burkina Faso",2019,20080513,"Labour Code [LC]<br/>(Loi n° 028-2008-AN du 13 mai 2008 portant Code du Travail)",,79332,
Europe,Bulgaria,2019,0,"Labour Code [LC], SG, No. 26 and No. 27, 1986, as subsequently amend. and suppl. SG. 92/6 Nov 2018.",https://mlsp.government.bg/index.php?section=POLICIESI&lang=_eng&I=202,61136,
Europe,Bulgaria,2019,0,"Employment Promotion Act, SG, No. 112, 2001, as subsequently amended up to 29.12.2015  (SG, No. 105)<br/>An updated version is available in Bulgarian at: https://www.mlsp.government.bg/ckfinder/userfiles/files/politiki/zaetost/zakonodatelstvo/ZAKON_za_nasyrcavane_na_zaetostta_12_2015.docx",https://www.mlsp.government.bg/ckfinder/userfiles/files/politiki/zaetost/zakonodatelstvo/ZAKON_za_nasyrcavane_na_zaetostta_12_2015.docx,60386,
Americas,Bolivia,2019,2011,"Labour Code, updated to 2011<br/>(Ley del 24 de mayo de 1939 Ley General del Trabajo - Vigente y Actualizada 2011)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=46218,,
Americas,Bolivia,2019,20060501,"Supreme Decree No 28699 of 2006 (Decreto Supremo Núm. 28699)",https://www.ilo.org/dyn/travail/docs/1490/Decreto%20Supremo%20No.28699.pdf,,
Americas,Bolivia,2019,19790725,"Code on Labour Procedure, 1979 (Código Procesal del Trabajo aprobado por DL 16896 de 25/07/1979)",https://bolivia.infoleyes.com/norma/814/codigo-procesal-del-trabajo-cpt,,
Americas,Bolivia,2019,19790216,"Decree Law  Nº 16187 of February 1979 (Decreto Ley Núm. 16187)",,,
Americas,Bolivia,2019,19620613,"Resolución Ministerial N º 283/62 del 13 de junio de 1962",,,
Americas,Bolivia,2019,20060221,"Legislative Decree No. 38 of 7 February 1944 modified and updated by Law No 3352 of February 2006.",,,
Americas,Brazil,2019,20060308,"Constitution of Brazil, 1988, (in English including amendments until Constitutional Amendment 52 of 2006 (Chapter II))",http://www.v-brazil.com/government/laws/constitution.html,6804,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Americas,Brazil,2019,20101210,"Consolidation of Labour Laws [CLL], Decree Law No. 5452 (1093), as last amended by Act No. 13.467 of 13th July 2017.<br/>[Decreto-ley núm. 5452, de 1° de mayo de 1943, por el que se aprueba la Codificación de las Leyes del Trabajo texto compilado - in Portuguese only]",http://www.planalto.gov.br/ccivil_03/decreto-lei/del5452.htm,,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Americas,Brazil,2019,20091013,"Act No. 8036 of 11 May 1990 on the Guarantee Fund for Time of Service, as last amended by Act No. 12058 of 13 October 2009 [Lei 8.036, de 11 de maio de 1990 Dispõe sobre o Fundo de Garantia do Tempo de Serviço, e dá outras providências - in Portuguese only] and by Complementary Act No.150 of 1st June 2015.",http://www.planalto.gov.br/ccivil_03/Leis/L8036compilada.htm,,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Americas,Brazil,2019,20100720,"Act No. 9029  of 13 April 1995 (on prohibition of discriminatory practices in employment) last amended by Act 12288 of 2010 -<br/>[in Portuguese only]",http://www.planalto.gov.br/ccivil_03/leis/l8036consol.htm,,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Americas,Brazil,2019,20111011,"Act on Prior Notice (only available in Portuguese)",http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2011/Lei/L12506.htm,,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Americas,Brazil,2019,20191111,"Provisional Measure nº 905/2019 - Green and Yellow Employment Contract (in Portuguese only)",http://www.in.gov.br/en/web/dou/-/medida-provisoria-n-905-de-11-de-novembro-de-2019-227385273,,"At the end of 2019, aiming to boost job creation among young population, Brazilian Government enacted a Provisional Measure called &quot;Green and Yellow Employment Contract&quot;, that, among other provisions, provided different rules for new employment contracts valid only for worker between 18 and 29 years and who have never had formal employment. The contract may last, under these new rules, for a maximum period of two years. Concerning termination of employment contract, it has presented an option to reduce the amount of compensation to be paid in case of unfair dismissals, if agreed between parties when the beginning of the employment contract, and has decreased the contributions to the Guarantee Fund for the Length of Service."
Africa,Botswana,2018,2004,"Trade Disputes Act, 2003 (Act No. 15 of 2004), as last amended by the Trade Disputes Amendment Act, No. 6 of 2016",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=67388,,
Africa,Botswana,2018,20020823,"Code of Good Practice on  Employment Discrimination of 2002.",http://www.ilo.org/dyn/natlex/natlex_browse.details?p_lang=en&p_isn=83372,83372,
Africa,Botswana,2018,20020823,"Code of Good Practice on  Termination of Employment of 2002.<br/>[Please note that, although this Code is not binding, it should be used by employers as a guideline when exercising their powers of discipline and dismissal. In addition, it must be considered by any competent authority assessing whether or not the dismissal is fair]",http://www.ilo.org/dyn/natlex/natlex_browse.details?p_lang=fr&p_isn=83378,83378,
Africa,Botswana,2018,20030821,"The Employment Act [EA] No.29 of 1982, as last amended by the Employment Act of October 20, 2010.",http://www.ilo.org/dyn/natlex/docs/ELECTRONIC/842/94913/F834938519/BWA842.pdf,842,
Americas,"Canada (Federal only)",2019,20191216,"Canada Labour Code [CLC], c. L-2, last amended 1 September 2019, consolidated version (Bilingual Eng-Fr version)",https://laws-lois.justice.gc.ca/eng/acts/L-2/,31449,"It is important to recall that the employment relationship of workers in Canada is primarily governed by provincial statutes enacted by the legislative power of the province in which the work takes place. <br/>However, the federal parliament also has jurisdiction over employment relationships in certain sectors. <br/>For practical reasons, the information provided here only reflects the content of federal legislation and is therefore only relevant to <b>federally regulated businesses and industries and their workers</b> which is approximately only 6 per cent of the total labour force.<br/><br/><br/>"
Americas,"Canada (Federal only)",2019,20190916,"Canada Labour Standards Regulations [CLSR], c. 986, adopted on January 13, 1972 as last amended 1st September 2019","https://laws-lois.justice.gc.ca/eng/regulations/C.R.C.,_c._986/index.html",16551,"It is important to recall that the employment relationship of workers in Canada is primarily governed by provincial statutes enacted by the legislative power of the province in which the work takes place. <br/>However, the federal parliament also has jurisdiction over employment relationships in certain sectors. <br/>For practical reasons, the information provided here only reflects the content of federal legislation and is therefore only relevant to <b>federally regulated businesses and industries and their workers</b> which is approximately only 6 per cent of the total labour force.<br/><br/><br/>"
Americas,"Canada (Federal only)",2019,20191216,"Canadian Human Rights Act [CHRA](R.S., 1985, c. H-6), as last amended on 12 July 2019",https://laws-lois.justice.gc.ca/eng/acts/h-6/,31459,"It is important to recall that the employment relationship of workers in Canada is primarily governed by provincial statutes enacted by the legislative power of the province in which the work takes place. <br/>However, the federal parliament also has jurisdiction over employment relationships in certain sectors. <br/>For practical reasons, the information provided here only reflects the content of federal legislation and is therefore only relevant to <b>federally regulated businesses and industries and their workers</b> which is approximately only 6 per cent of the total labour force.<br/><br/><br/>"
Americas,"Canada (Federal only)",2019,20170504,"Genetic Non-Discrimination Act (S.C. 2017, c. 3).",https://laws-lois.justice.gc.ca/eng/annualstatutes/2017_3/,105616,"It is important to recall that the employment relationship of workers in Canada is primarily governed by provincial statutes enacted by the legislative power of the province in which the work takes place. <br/>However, the federal parliament also has jurisdiction over employment relationships in certain sectors. <br/>For practical reasons, the information provided here only reflects the content of federal legislation and is therefore only relevant to <b>federally regulated businesses and industries and their workers</b> which is approximately only 6 per cent of the total labour force.<br/><br/><br/>"
Africa,"Congo, Democratic Republic",2019,20021016,"Labour Code [LC] (Loi n° 015/2002 du 16 octobre 2002 portant Code du Travail)",,62645,
Africa,"Congo, Democratic Republic",2019,20051026,"Ministerial Order regulating dismissal (Arrêté ministériel n° 12/CAB.MIN/TPS/116/2005 du 26 octobre 2005 fixant les modalités de licenciement des travailleurs)",http://www.leganet.cd/Legislation/JO/2005/JO.05.12.05.12.116.pdf,83877,
Africa,"Congo, Democratic Republic",2019,20051026,"Ministerial Order regulating the notice period (Arrêté Ministériel n° 12/CAB.MIN/TPS/117/2005 du 26 octobre 2005 fixant la durée et les conditions de préavis)",http://www.leganet.cd/Legislation/JO/2005/JO.05.12.05.12.117.pdf,83882,
Africa,"Congo, Democratic Republic",2019,20100401,"Ministerial Order regulating the procedures for reporting hiring and termination of a worker (Arrêté ministériel n° 006/CAB/PVPM/ETPS/2010 du 1er avril 2010 fixant les modalités de déclaration d&apos;embauche et de départ d&apos;un travailleur)",,84853,
Africa,"Congo, Democratic Republic",2019,20110722,"Ministerial Order laying down procedures for renewals of fixed-term contract (Arrêté ministériel n°063/CAB/PVPM/ETPS/2011 du 22 juillet 2011 fixant les modalités de renouvellement des contrats de travail à durée déterminée)",http://www.leganet.cd/Legislation/DroitSocial/AM.063.22.07.2011.pdf,,
Africa,"Congo, Democratic Republic",2019,20110722,"Ministerial Order laying down the form, proof and visa of employment contracts (Arrêté ministériel n° 062/CAB/PVPM/ETPS/2011 du 22 juillet 2011 fixant la forme, la preuve et le visa du contrat de travail",http://www.leganet.cd/Legislation/DroitSocial/AM.062.22.pdf,,
Africa,"Congo, Democratic Republic",2019,20160715,"Act No.16/010 amending and supplementing the Labour Code (Loi modifiant et complétant la Loi n° 015-2002 du 15 juillet 2016 portant Code du travail)",,102953,
Africa,"Congo, Democratic Republic",2019,20021016,"Act No. 016/2002 on the establishment, organisation and functioning of labour tribunals (Loi n° 016/2002 du 16 octobre 2002 portant création, organisation, et fonctionnement des tribunaux du travail.)",,62646,
Africa,"Central African Republic",2019,20090129,"Labour Code, [LC] Act No. 09-004, adopted on 29 January 2009 <br/>(Loi nº 09-004 du 29 janvier 2009 portant Code du travail de la République centrafricaine)",,81226,
Europe,Switzerland,2019,20170401,"Code of Obligations [CO], adopted on 30 March 1911, consolidated version dated 1st April 2017<br/>In particular, see Part. II, Title X, Chap. I.<br/>(Titre dixième: Du contrat de travail (Art. 319 et seq. available in French, German, Italian and English)",https://www.admin.ch/opc/fr/classified-compilation/19110009/index.html,72685,
Europe,Switzerland,2019,20160101,"Loi fédérale sur le travail dans l&apos;industrie, l&apos;artisanat et le commerce",https://www.admin.ch/opc/fr/classified-compilation/19640049/index.html,47849,
Europe,Switzerland,2019,20170101,"Loi fédérale sur l&apos;égalité entre femmes et hommes",https://www.admin.ch/opc/fr/classified-compilation/19950082/index.html,43976,
Europe,Switzerland,2019,20190101,"Code civil suisse (in particular Article 2(2) that can be applied by labour courts in the case of fraudulent succession of fixed-term contracts)",https://www.admin.ch/opc/fr/classified-compilation/19070042/index.html,67070,
Africa,"Côte d'Ivoire",2019,19970711,"Labour Code [LC], Act No 95-15 of 12 January 1995 as amended by Act n° 2015-532 of 20 July 2015<br/>(Code du Travail - in French only)",https://www.ilo.org/dyn/natlex/docs/ELECTRONIC/105179/128593/F776982909/Le-code-du-travail-ivoirien-13-05-17.pdf,,
Africa,"Côte d'Ivoire",2019,19960307,"Decree No. 96-195 on probationary employment and the length of the probationary period<br/>(Décret relatif à l&apos;engagement à l&apos;essai et à la durée de la période d&apos;essai - in French only)",,44276,
Africa,"Côte d'Ivoire",2019,19960307,"Decree No 96-200 on the length of the notice period <br/>(Décret relatif à la durée du préavis de rupture du contrat de travail - in French only)",,44379,
Africa,"Côte d'Ivoire",2019,19960307,"Decree No 96-201 on severance allowance<br/>(Décret relatif à l&apos;indemnité de licenciement - in French only)",,44378,
Africa,"Côte d'Ivoire",2019,19960403,"Decree N° 96-287 on employment contracts<br/>(Décret no 96-287 du 3 avril 1996 relatif au contrat de travail - in French only)",,44367,
Americas,Chile,2019,20160917,"Labor Code [LC], consolidated version, DFL No. 1, as last amended by Act 20949 (Ley 20949) of 17 September 2016 (Código del Trabajo, texto refundido, coordinado y sistematizado - available in Spanish only)",https://www.leychile.cl/Navegar?idNorma=207436&idVersion=2017-06-09,63555,
Africa,Cameroon,2019,19920814,"Labour Code, Law No. 92/007, [LC]",,31629,
Africa,Cameroon,2019,0,"Implementing texts dated 26 May 1993:<br/>* Decree No. 021 setting the terms for termination of employment for economic reasons;<br/>* Order No. 015  setting the conditions and duration of the notice period;<br/>* Order No. 016 setting the terms for compensation and calculation of severance pay;<br/>* Order No. 017 setting the terms for probationary period.",,31629,
Africa,Cameroon,2019,1993,"Arrêté n° 017/MTPS/SG/CJ du 26 mai 1993 fixant la durée maximale et les modalités de l&apos;engagement à l&apos;essai.",,,
Africa,Cameroon,2019,0,"Order No. 22/MTPS/SG/CJ establishing procedures governing terminations on economic grounds (referred to by the Government in the Observation (CEACR) - adopted 2017, published 107th ILC session (2018) on the application of ILO Convention No. 158)",,,
Africa,Cameroon,2019,1993,"Décret n° 021/MTPS/SG/CJ du 26 mai 1993 fixant les modalités de licenciement pour motif économique.",,,
Asia,China,2017,20130701,"Employment Contract Law [ECL], PRC President&apos;s Order No. 65.<br/>[Please note that the ECL has been modified by the PRC Presdient&apos;s Order No. 73 in force since July 1st, 2013 - available in NATLEX]",http://www.fdi.gov.cn/1800000121_39_521_0_7.html,76384,
Asia,China,2017,20080918,"Implementation Regulations for the PRC Employment Contract Law (2200/08/09/18).",http://www.paulhastings.com/assets/publications/1066.pdf?wt.mc_ID=1066.pdf,79922,
Asia,China,2017,2009,"Labour Law [LL], PRC President&apos;s Order No. 28, as last amended in 2009.",http://www.lawinfochina.com/display.aspx?id=705&lib=law,37357,
Asia,China,2017,20150424,"Employment Promotion Law [EPL], last amended by the Decision of the Standing Committee of the National People &apos;s Congress adopted on April 24, 2015.",http://www.pkulaw.cn/fulltext_form.aspx?Db=chl&Gid=96793,76984,
Asia,China,2017,20071229,"Labor Dispute Mediation and Arbitration Law of the People&apos;s Republic of China, effective as of 1 May 2008.",http://www.lawinfochina.com/display.aspx?id=6584&lib=law,78743,
Asia,China,2017,20111130,"Provisions for Consultation and Mediation of Enterprise Labour Disputes (Promulgated by the Ministry of Human Resources and Social Security on November 30 2011), in force since January 1st, 2012. [in Chinese only]",,89808,
Americas,Colombia,2019,19510607,"Labour Code (Codigo sustantivo del trabajo) of 07 June of1951, as last amended by Laws No 1429/2010, 1496/2011 and 1846/2017.",http://www.suin-juriscol.gov.co/viewDocument.asp?ruta=Codigo/30019323,,
Americas,Colombia,2019,2010,"Labour Procedure Code (Codigo Procesal del Trabajo) of 21 July 1948, as last amended by Laws No 1395/2010 and 1564/2012.",https://www.mintrabajo.gov.co/web/guest/normatividad/leyes-y-decretos-ley/codigos,,
Americas,Colombia,2019,19910101,"Act 50/1990 that amended Decree-Law 2351 of 1965 and parts of the Labour Code.",https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=281,,
Americas,Colombia,2019,20100123,"Law No 1010/2006 - Law to prevent, correct and punish workplace harassment and other harassment in the framework of labour relations.",https://www.secretariajuridica.gov.co/transparencia/marco-legal/normatividad/ley-1010-2006,,
Americas,"Costa Rica",2019,1995,"Law against Sexual Harassment in Employment and Teaching",www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?nValor1=1&nValor2=22803,,"Art. 14 Labour Code (c): The Labour Code does not apply to agricultural or livestock farms that permanently occupy no more than five workers. However, the Executive Power may determine through decrees which rules of this Code will be applied to them. For this purpose, it will begin with those that do not imply economic assessment for employers.<br/>However, it was considered unenforceable by resolution of the Supreme Court of Justice of July 22, 1954<br/>Moreover, Public officials subject to a public employment relationship are governed by the civil service rules established in the General Law of Public Administration and the Civil Service Statute. In the absence of express regulations that regulate certain aspects, the provisions established in the CT are applicable in a supplementary manner to them.<br/>"
Americas,"Costa Rica",2019,20170725,"Labour Code, 1943, amended by the Law No. 9343 of January 25, 2016, which entered into force on July 25, 2017",http://www.mtss.go.cr/elministerio/despacho/rpl/Reforma_%20Procesal_Laboral.html,,"Art. 14 Labour Code (c): The Labour Code does not apply to agricultural or livestock farms that permanently occupy no more than five workers. However, the Executive Power may determine through decrees which rules of this Code will be applied to them. For this purpose, it will begin with those that do not imply economic assessment for employers.<br/>However, it was considered unenforceable by resolution of the Supreme Court of Justice of July 22, 1954<br/>Moreover, Public officials subject to a public employment relationship are governed by the civil service rules established in the General Law of Public Administration and the Civil Service Statute. In the absence of express regulations that regulate certain aspects, the provisions established in the CT are applicable in a supplementary manner to them.<br/>"
